id,x,y,name
98457136,30.4265,-26.6325,ZA1039552
98460699,30.4265,-26.6375,ZA1041433
98470832,27.6365,-26.6525,ZA1046540
98474352,27.4165,-26.6575,ZA1048389
98474396,27.6365,-26.6575,ZA1048433
98487993,24.3165,-26.6775,ZA1055428
98555296,22.1815,-26.7725,ZA1091680
98559507,25.4315,-26.7775,ZA1094262
98563695,28.5715,-26.7825,ZA1096823
98567254,28.5715,-26.7875,ZA1098756
98574544,29.4315,-26.7975,ZA1102804
98577386,25.8565,-26.8025,ZA1104040
98599016,27.3615,-26.8325,ZA1116325
98623640,26.1415,-26.8675,ZA1131244
98669579,25.2315,-26.9325,ZA1161829
98691023,26.4765,-26.9625,ZA1176323
98701281,24.7965,-26.9775,ZA1183108
98723083,27.7565,-27.0075,ZA1197928
98723084,27.7615,-27.0075,ZA1197929
98730563,29.7865,-27.0175,ZA1203079
98733725,27.9215,-27.0225,ZA1205078
98737331,28.2765,-27.0275,ZA1207522
98737700,30.1215,-27.0275,ZA1207891
98754986,28.2815,-27.0525,ZA1219400
98761972,27.9315,-27.0625,ZA1224087
98783395,29.3465,-27.0925,ZA1238660
98786916,29.3465,-27.0975,ZA1241045
98793798,28.5265,-27.1075,ZA1245656
98797322,28.5215,-27.1125,ZA1248044
98800756,28.0665,-27.1175,ZA1250342
98815341,30.5465,-27.1375,ZA1260395
98821771,27.5265,-27.1475,ZA1264574
98821772,27.5315,-27.1475,ZA1264575
98821824,27.7915,-27.1475,ZA1264627
98822249,29.9165,-27.1475,ZA1265052
98850205,29.1365,-27.1875,ZA1284038
98853718,29.1365,-27.1925,ZA1286433
98856713,26.5465,-27.1975,ZA1288311
98860673,28.7815,-27.2025,ZA1291154
98904988,22.3665,-27.2675,ZA1321238
98912982,27.3065,-27.2775,ZA1327093
98916174,25.7515,-27.2825,ZA1329220
98919841,26.5815,-27.2875,ZA1331827
98923343,26.5865,-27.2925,ZA1334271
98923406,26.9015,-27.2925,ZA1334334
98931082,30.2815,-27.3025,ZA1339904
98936835,24.0615,-27.3125,ZA1343565
98936836,24.0665,-27.3125,ZA1343566
98937773,28.7515,-27.3125,ZA1344503
98941271,28.7515,-27.3175,ZA1346958
98954775,26.3615,-27.3375,ZA1356598
98983132,28.5465,-27.3775,ZA1377448
98986617,28.5415,-27.3825,ZA1379997
98996874,27.5765,-27.3975,ZA1387452
99003921,28.0115,-27.4075,ZA1392636
99007400,28.0165,-27.4125,ZA1395185
99031353,26.1715,-27.4475,ZA1412639
99045035,25.2215,-27.4675,ZA1422621
99066906,30.7815,-27.4975,ZA1438977
99084091,30.3715,-27.5225,ZA1451587
99104409,28.4565,-27.5525,ZA1466432
99108055,29.4465,-27.5575,ZA1469168
99111176,27.8165,-27.5625,ZA1471380
99134918,25.9815,-27.5975,ZA1488765
99159427,28.2465,-27.6325,ZA1506958
99162474,26.3165,-27.6375,ZA1509106
99176858,29.6265,-27.6575,ZA1519899
99189924,26.3715,-27.6775,ZA1529376
99200145,26.0465,-27.6925,ZA1536904
99214797,30.7915,-27.7125,ZA1547972
99217158,25.4715,-27.7175,ZA1549437
99217291,26.1365,-27.7175,ZA1549570
99217303,26.1965,-27.7175,ZA1549582
99220583,25.4715,-27.7225,ZA1551966
99221312,29.1165,-27.7225,ZA1552695
99224629,28.5865,-27.7275,ZA1555117
99231580,29.1165,-27.7375,ZA1560279
99231581,29.1215,-27.7375,ZA1560280
99234527,26.7515,-27.7425,ZA1562333
99234700,27.6165,-27.7425,ZA1562506
99237947,26.7515,-27.7475,ZA1564860
99265317,26.9565,-27.7875,ZA1585109
99268728,26.9565,-27.7925,ZA1587634
99268840,27.5165,-27.7925,ZA1587746
99271999,26.2615,-27.7975,ZA1590020
99272738,29.9565,-27.7975,ZA1590759
99330308,28.9015,-27.8825,ZA1633434
99347231,28.7965,-27.9075,ZA1646017
99357087,27.2965,-27.9225,ZA1653277
99364179,28.8915,-27.9325,ZA1658638
99367085,26.4865,-27.9375,ZA1660678
99370875,28.5015,-27.9425,ZA1663602
99401406,28.8665,-27.9875,ZA1686357
99425053,28.9165,-28.0225,ZA1703998
99431180,25.8365,-28.0325,ZA1708418
99441459,26.7115,-28.0475,ZA1716167
99499147,29.8515,-28.1325,ZA1760383
99502492,29.8515,-28.1375,ZA1762959
99505062,25.9815,-28.1425,ZA1764762
99582246,29.7215,-28.2575,ZA1825008
99589349,32.2315,-28.2675,ZA1830744
99591768,27.8365,-28.2725,ZA1832486
99595055,27.7965,-28.2775,ZA1835103
99617682,25.8265,-28.3125,ZA1853081
99650113,24.2065,-28.3625,ZA1878911
99654166,28.1365,-28.3675,ZA1882311
99657014,26.0565,-28.3725,ZA1884510
99664791,32.3215,-28.3825,ZA1890995
99745466,30.1265,-28.5075,ZA1956444
99758558,31.0465,-28.5275,ZA1967457
99831278,26.8515,-28.6425,ZA2029395
99834550,27.3665,-28.6475,ZA2032189
99850716,29.1765,-28.6725,ZA2045876
99894344,27.6015,-28.7425,ZA2082754
99904497,31.5115,-28.7575,ZA2091385
99913502,29.7215,-28.7725,ZA2099090
99925939,29.5865,-28.7925,ZA2109836
99935694,31.6915,-28.8075,ZA2118324
99944931,31.2765,-28.8225,ZA2126295
99959704,27.6415,-28.8475,ZA2139174
99963281,30.0515,-28.8525,ZA2142202
99971758,26.0415,-28.8675,ZA2149801
99975076,27.1815,-28.8725,ZA2152769
99978166,27.1865,-28.8775,ZA2155517
99980973,25.7865,-28.8825,ZA2157989
99980974,25.7915,-28.8825,ZA2157990
99996053,24.2515,-28.9075,ZA2171579
100029935,26.2215,-28.9625,ZA2202269
100032958,26.2265,-28.9675,ZA2205019
100035513,23.9065,-28.9725,ZA2207302
100125825,27.0165,-29.1225,ZA2288347
100125826,27.0215,-29.1225,ZA2288348
100140658,27.1865,-29.1475,ZA2301456
100176886,31.4065,-29.2075,ZA2333016
100187569,26.0715,-29.2275,ZA2342567
100199476,27.0115,-29.2475,ZA2352976
100232323,30.6565,-29.3025,ZA2381203
100235234,30.6565,-29.3075,ZA2383719
100245617,24.4465,-29.3275,ZA2392912
100283242,24.6665,-29.3925,ZA2425276
100310428,31.1815,-29.4375,ZA2448415
100315881,29.7615,-29.4475,ZA2453072
100320522,24.3015,-29.4575,ZA2457316
100366088,23.5865,-29.5375,ZA2496509
100455314,30.8465,-29.6925,ZA2571872
100459647,24.3565,-29.7025,ZA2575782
100462462,24.3565,-29.7075,ZA2578179
100586128,26.7665,-29.9275,ZA2684156
100613638,25.4815,-29.9775,ZA2707851
100713272,29.2965,-30.1575,ZA2796092
100715166,25.1365,-30.1625,ZA2797984
100715167,25.1415,-30.1625,ZA2797985
100761808,27.3165,-30.2475,ZA2841323
100778536,29.7715,-30.2775,ZA2856817
100783176,25.9515,-30.2875,ZA2861288
100818866,29.0865,-30.3525,ZA2894723
100822385,19.7865,-30.3625,ZA2898083
100830136,18.2615,-30.3775,ZA2905370
100877763,29.1015,-30.4625,ZA2950705
100894005,30.4715,-30.4925,ZA2966279
100915204,30.3815,-30.5325,ZA2986674
100985520,26.9765,-30.6675,ZA3055464
101024421,26.3165,-30.7425,ZA3094331
101032969,30.2265,-30.7575,ZA3102872
101084797,18.8465,-30.8625,ZA3154652
101086696,28.3415,-30.8625,ZA3156551
101092940,21.1315,-30.8775,ZA3162787
101129762,26.7815,-30.9475,ZA3199570
101132299,26.7815,-30.9525,ZA3202105
101142606,27.6215,-30.9725,ZA3212401
101158195,29.7665,-31.0025,ZA3227973
101160717,29.7665,-31.0075,ZA3230493
101178152,28.8765,-31.0425,ZA3247914
101190798,29.3665,-31.0675,ZA3260549
101192188,23.7915,-31.0725,ZA3261936
101210707,28.9165,-31.1075,ZA3280439
101213336,29.5915,-31.1125,ZA3283065
101220474,27.9115,-31.1275,ZA3290195
101222962,27.9115,-31.1325,ZA3292681
101230604,28.8365,-31.1475,ZA3300315
101311034,26.1865,-31.3125,ZA3380666
101369445,29.6715,-31.4325,ZA3439015
101374197,29.6615,-31.4425,ZA3443761
101400073,29.6015,-31.4975,ZA3469597
101418358,27.6615,-31.5375,ZA3487859
101424717,24.6015,-31.5525,ZA3494210
101427326,26.0565,-31.5575,ZA3496816
101482765,28.0865,-31.6775,ZA3552174
101485027,28.0865,-31.6825,ZA3554429
101505376,28.6265,-31.7275,ZA3574755
101569752,28.0215,-31.8725,ZA3639058
101620020,27.2715,-31.9875,ZA3689270
101659262,28.3565,-32.0775,ZA3728470
101670229,18.4715,-32.1075,ZA3739421
101672185,28.2515,-32.1075,ZA3741377
101676494,28.2515,-32.1175,ZA3745680
101710970,18.6315,-32.2025,ZA3780113
101794288,24.0665,-32.3975,ZA3863328
101838051,25.1215,-32.5025,ZA3907037
101850976,27.9915,-32.5325,ZA3919948
101880359,21.0115,-32.6075,ZA3949293
101890268,19.4365,-32.6325,ZA3959185
101942978,27.5515,-32.7575,ZA4011759
101983051,21.8815,-32.8575,ZA4051738
102014768,26.9565,-32.9325,ZA4083418
102043257,27.4715,-33.0025,ZA4111858
102047272,27.4715,-33.0125,ZA4115857
102049505,18.6315,-33.0225,ZA4118076
102051411,18.1715,-33.0275,ZA4119975
102052750,24.8665,-33.0275,ZA4121314
102053403,18.1665,-33.0325,ZA4121961
102161351,26.8415,-33.3075,ZA4229626
102181493,25.3115,-33.3625,ZA4249733
102209317,18.4815,-33.4425,ZA4277478
102216590,18.9765,-33.4625,ZA4284740
102232398,26.8665,-33.5025,ZA4300519
102253692,18.9765,-33.5675,ZA4321770
102281072,18.6415,-33.6475,ZA4349077
102281073,18.6465,-33.6475,ZA4349078
102286276,19.4615,-33.6625,ZA4354263
102287944,19.4565,-33.6675,ZA4355926
102291132,18.7615,-33.6775,ZA4359109
102378445,19.5865,-33.9675,ZA4446055
102398284,24.1215,-34.0375,ZA4465573
102401918,24.4965,-34.0525,ZA4469083
102415455,21.0165,-34.1275,ZA4482199
102416281,21.2215,-34.1325,ZA4483017
102416282,21.2265,-34.1325,ZA4483018
102417761,20.8465,-34.1425,ZA4484481
102422372,20.9715,-34.1725,ZA4489036
102426925,21.2415,-34.2025,ZA4493488
102430264,20.9065,-34.2275,ZA4496748
102432194,20.8065,-34.2425,ZA4498662
102441100,20.3565,-34.3125,ZA4507496
102465118,19.8865,-34.6925,ZA4530813
