id,x,y,name
42562373,35.4165,12.7725,SD4987384
42616112,4.6215,12.7475,NG0237524
42634014,34.2265,12.7425,SD5004335
42677013,9.5715,12.7225,NG0248765
42725399,11.7265,12.7025,NG0257425
42749163,10.6865,12.6925,NG0261341
42892355,7.7215,12.6325,NG0285613
42933447,33.4965,12.6175,SD5073202
42970128,37.2515,12.6025,ET0374826
43046966,1.9915,12.5675,BF0355573
43240841,10.7965,12.4875,NG0347107
43251997,6.4665,12.4825,NG0348351
43305534,33.6465,12.4625,SD5155016
43309758,-5.3685,12.4575,ML3950295
43375514,22.7715,12.4325,SD5168659
43469507,11.6915,12.3925,NG0387357
43528428,5.6615,12.3675,NG0396710
43541302,9.9115,12.3625,NG0399687
43541743,12.1165,12.3625,NG0400128
43552937,7.9665,12.3575,NG0401443
43708721,6.0815,12.2925,NG0429282
43862552,-4.0785,12.2275,BF0444201
43875825,2.3665,12.2225,NE4025647
43926079,14.0165,12.2025,NG0470181
43941942,33.4615,12.1975,SD5293445
43959146,-0.2735,12.1875,BF0455733
44094526,18.8765,12.1325,TD3237285
44140695,10.5665,12.1125,NG0509200
44175340,4.3915,12.0975,NG0514579
44205309,34.6115,12.0875,SD5350414
44283450,6.6965,12.0525,NG0534856
44288214,30.5165,12.0525,SD5367603
44331977,10.2415,12.0325,NG0544352
44341613,-1.3435,12.0275,BF0499437
44361365,37.6565,12.0225,ET0532718
44451369,9.7315,11.9825,NG0566196
44506503,-12.9135,11.9575,GN0069144
44546064,6.2915,11.9425,NG0583117
44658830,34.3365,11.8975,SD5447069
44678424,13.2515,11.8875,NG0608764
44820335,4.1765,11.8275,NG0633330
44902351,-4.4985,11.7925,BF0569492
44982376,38.1715,11.7625,ET0603598
45177046,5.1815,11.6775,NG0699220
45293981,-1.0835,11.6275,BF0620236
45299173,24.8765,11.6275,SD5580582
45331701,9.9815,11.6125,NG0728928
45390348,6.0815,11.5875,NG0739240
45426443,7.1865,11.5725,NG0746115
45431665,33.2965,11.5725,SD5609789
45450734,8.8765,11.5625,NG0750891
45511147,11.0215,11.5375,NG0762414
45534263,6.6315,11.5275,NG0765975
45571006,10.2215,11.5125,NG0773349
45715420,7.2115,11.4525,NG0799174
45725970,-0.8685,11.4475,BF0673225
45740737,12.1765,11.4425,NG0804537
45751489,5.2215,11.4375,NG0805331
45794459,38.2215,11.4225,ET0695181
45934708,11.5465,11.3625,NG0839254
45938498,30.4965,11.3625,SD5712582
45971410,12.3765,11.3475,NG0845898
46032222,11.5465,11.3225,NG0856496
46074486,39.3165,11.3075,ET0726607
46099148,39.6715,11.2975,ET0729408
46114049,-8.9335,11.2875,GN0217518
46135565,37.0165,11.2825,ET0732975
46140508,0.0215,11.2775,BF0718814
46376700,3.0515,11.1825,BJ0058592
46380857,23.8365,11.1825,SD5797742
46440732,11.4615,11.1575,NG0925568
46514349,4.3465,11.1275,NG0936405
46614246,0.0865,11.0875,TG0000253
46702631,-0.0335,11.0525,GH0001271
46732811,24.5115,11.0425,SD5865360
46798340,36.8165,11.0175,ET0805757
46827701,-5.1535,11.0025,BF0785417
46830301,7.8465,11.0025,NG0987678
46844111,14.0065,10.9975,CM0048276
46848844,37.6715,10.9975,ET0811654
46896406,24.0565,10.9775,SD5896638
46922308,27.8115,10.9675,SD5902216
46928269,-5.2535,10.9625,BF0791154
46985205,27.9615,10.9425,SD5914318
46993541,6.7415,10.9375,NG1013359
47055762,3.0865,10.9125,BJ0087965
47138430,38.3015,10.8825,ET0847357
47225799,33.2465,10.8475,SD5961112
47312945,26.0815,10.8125,SD5976206
47465026,23.7365,10.7525,SD6003675
47472506,-2.7235,10.7475,GH0029854
47526964,13.8915,10.7275,CM0063489
47531525,36.6965,10.7275,ET0897652
47544903,39.5715,10.7225,ET0899891
47654560,10.1165,10.6775,NG1116633
47731065,5.7965,10.6475,NG1127432
47928684,24.9365,10.5725,SD6085287
48034751,37.0565,10.5325,ET0962950
48120077,9.1265,10.4975,NG1186373
48214933,27.5415,10.4625,SD6134479
48223660,6.0515,10.4575,NG1201359
48407965,12.2165,10.3875,NG1230180
48419985,6.6015,10.3825,NG1231037
48437543,28.6915,10.3775,SD6172016
48526415,14.0915,10.3425,CM0088876
48576090,0.7515,10.3225,TG0022514
48627482,-3.8435,10.3025,BF0859587
48653228,-5.8535,10.2925,CI0012198
48788132,14.8865,10.2425,CM0096374
48966662,-6.4135,10.1725,CI0023342
49027669,37.8215,10.1525,ET1092096
49058060,-5.7235,10.1375,CI0027535
49165474,10.2315,10.0975,NG1344003
49190688,6.1665,10.0875,NG1347064
49361475,14.7215,10.0225,CM0114938
49529653,11.6015,9.9575,NG1398412
49561051,38.8865,9.9475,ET1164062
49587166,39.8015,9.9375,ET1167783
49664948,39.9215,9.9075,ET1178427
49772997,-2.5485,9.8625,GH0138485
50110967,7.3665,9.7325,NG1486032
50194802,39.6865,9.7025,ET1252540
50612398,-0.0485,9.5375,GH0179352
50756532,11.5815,9.4825,NG1586551
50767713,3.0415,9.4775,BJ0231685
51237844,39.1515,9.2975,ET1403221
51283381,10.1565,9.2775,NG1666407
51321117,6.4765,9.2625,NG1671531
51327466,38.2215,9.2625,ET1416455
51839326,38.2865,9.0625,ET1494026
51885671,14.1715,9.0425,CM0161900
51903469,39.2265,9.0375,ET1504009
51926975,28.9165,9.0275,SD6745295
51979834,37.6165,9.0075,ET1515475
52140312,9.9465,8.9425,NG1799206
52202803,3.7715,8.9175,NG1808015
52334980,27.8965,8.8675,SD6812968
52407122,6.8215,8.8375,NG1840741
52471852,12.1265,8.8125,NG1851850
52476717,36.4515,8.8125,ET1594104
52912464,-12.3635,8.6375,SL0111528
52953337,1.2765,8.6225,TG0090727
53189404,38.1215,8.5325,ET1715738
53487928,6.5565,8.4125,NG2007929
53602383,7.3865,8.3675,NG2025237
54159473,8.0115,8.1475,NG2109234
54329137,37.3165,8.0825,ET1944345
54712512,6.7865,7.9275,NG2192629
54809793,-9.0885,7.8875,GN0785972
54972321,-11.8135,7.8225,SL0195191
55120378,39.2565,7.7675,ET2127793
55261958,-3.9385,7.7075,CI0513563
55345717,40.1965,7.6775,ET2179204
55488585,4.6565,7.6175,NG2308400
55662772,-2.1885,7.5475,GH0434942
55713883,3.2165,7.5275,NG2341580
55877202,8.8765,7.4625,NG2366654
55907857,37.6315,7.4525,ET2302181
55998367,-7.5685,7.4125,CI0576289
56035749,-7.3185,7.3975,CI0579600
56051406,8.7315,7.3925,NG2392197
56119417,38.0365,7.3675,ET2347837
56131866,38.2215,7.3625,ET2350540
56539439,37.7565,7.1975,ET2437839
56608315,13.4615,7.1675,CM0385229
56715542,-2.4035,7.1225,GH0495417
56776610,-3.2485,7.0975,CI0644628
56825837,-1.8335,7.0775,GH0502082
56846187,38.7665,7.0725,ET2502927
56856950,31.4415,7.0675,SD7450282
57333755,39.0115,6.8725,ET2604113
57918322,-6.9285,6.6275,CI0740826
58090243,8.8365,6.5575,NG2673244
58123255,-6.6085,6.5425,CI0758819
58186298,7.9915,6.5175,NG2684633
58377103,1.7365,6.4375,TG0180851
58378327,7.8565,6.4375,NG2706626
58378792,10.1815,6.4375,CM0510870
58542590,-1.0285,6.3675,GH0611192
58659133,1.5915,6.3175,TG0185329
58875530,-3.2685,6.2225,CI0824488
58962245,37.2765,6.1875,ET2924740
59186256,36.7815,6.0875,ET2969426
59541054,38.4715,5.9275,ET3040414
59589147,-0.2735,5.9025,GH0688879
59654639,-2.8135,5.8725,GH0693202
59884692,-4.2235,5.7675,CI0908390
60282742,6.0515,5.5825,NG2854797
60683100,-2.8785,5.3925,CI0976955
60703525,-5.2835,5.3825,CI0978346
60776901,-3.8385,5.3475,CI0985147
61199022,-1.2385,5.1425,GH0771100
61683879,9.7865,4.8875,CM0861711
61861455,32.6815,4.7925,SD8208190
61927613,-7.3585,4.7525,CI1045746
62364426,-7.3685,4.5025,CI1052422
62703384,34.0515,4.2975,SD8333754
62768987,11.2465,4.2525,CM1018172
62877198,9.3615,4.1825,CM1034930
62884919,9.2415,4.1775,CM1036128
62993665,11.1765,4.1075,CM1053649
63672005,12.2165,3.6625,CM1155685
63873248,34.3415,3.5325,UG0036749
64340943,12.3815,3.2175,CM1257733
64595489,33.6265,3.0475,UG0106593
64764221,33.4815,2.9325,UG0123928
65034846,34.3715,2.7475,UG0152610
65434542,32.7265,2.4725,UG0197091
65564626,31.5715,2.3825,UG0211690
66174013,33.1165,1.9575,UG0275937
66216537,33.3265,1.9275,UG0280597
66456501,34.0315,1.7575,UG0307499
66709256,33.8015,1.5775,UG0336814
66737172,33.3565,1.5575,UG0340039
67041048,15.7765,1.3375,CG0260397
67392216,33.5015,1.0875,UG0419847
67474823,33.6615,1.0275,UG0430123
67604878,31.5015,0.9325,UG0445979
67728510,33.2665,0.8425,UG0462087
67844242,32.4315,0.7575,UG0476983
67905801,34.2715,0.7125,UG0485186
68152636,42.9365,0.5325,SO1965543
68212382,35.3865,0.4875,KE0952811
68219111,35.0665,0.4825,KE0954119
68293529,34.0365,0.4275,UG0533379
68361254,34.2065,0.3775,KE0982852
68549482,30.5815,0.2375,UG0564770
68582922,29.9765,0.2125,UG0568820
70153335,34.6615,-0.9625,KE1360738
70417131,29.7715,-1.1625,UG0781208
70511125,38.6715,-1.2325,KE1436760
70856395,29.5615,-1.4975,RW0008376
71090098,29.9615,-1.6775,RW0019097
71206202,29.2915,-1.7675,RW0024724
71264293,29.5515,-1.8125,RW0027744
71540158,30.3365,-2.0275,RW0042372
71560763,38.1465,-2.0425,KE1638302
72136375,29.0165,-2.5025,RW0072268
72211381,33.5265,-2.5625,TZ0296376
72230684,38.1565,-2.5775,KE1734073
74229668,35.5615,-4.2825,TZ0799097
74888073,34.0265,-4.8775,TZ1026018
76311737,38.3765,-6.1975,TZ1533165
76461431,36.0565,-6.3375,TZ1586105
76525695,37.4515,-6.3975,TZ1608946
76802651,37.1215,-6.6575,TZ1706416
76818656,37.1315,-6.6725,TZ1712042
76818657,37.1365,-6.6725,TZ1712043
76829322,37.1315,-6.6825,TZ1715787
79773641,34.8115,-9.4725,TZ2655244
79778938,34.8115,-9.4775,TZ2656551
79816040,34.8565,-9.5125,TZ2665547
79826640,34.8565,-9.5225,TZ2668051
79826642,34.8665,-9.5225,TZ2668053
80368286,39.6365,-10.0325,TZ2782237
81737142,34.0365,-11.3125,MW0078590
81865078,34.2665,-11.4325,MW0086203
82393410,33.4365,-11.9275,MW0113687
82414814,33.4615,-11.9475,MW0114653
83439352,33.8915,-12.8725,MW0159446
84398563,31.9465,-13.6925,ZM1289943
84422675,31.9465,-13.7125,ZM1298616
84422677,31.9565,-13.7125,ZM1298618
84428709,31.9465,-13.7175,ZM1300786
84701809,31.8615,-13.9425,ZM1398745
84713986,31.8615,-13.9525,ZM1403163
84812085,34.8515,-14.0325,MW0247018
84848037,31.4215,-14.0625,ZM1451955
84848039,31.4315,-14.0625,ZM1451957
84903317,33.7015,-14.1075,MW0253041
84921287,32.0465,-14.1225,ZM1478427
84933499,32.0615,-14.1325,ZM1482781
84945697,32.0565,-14.1425,ZM1487119
84945698,32.0615,-14.1425,ZM1487120
84951794,32.0565,-14.1475,ZM1489284
84951795,32.0615,-14.1475,ZM1489285
84976738,34.9215,-14.1675,MW0258429
85030890,31.1715,-14.2125,ZM1516994
85030892,31.1815,-14.2125,ZM1516996
85043129,31.1715,-14.2225,ZM1521242
85043131,31.1815,-14.2225,ZM1521244
85043133,31.1915,-14.2225,ZM1521246
85061506,31.2015,-14.2375,ZM1527602
85130056,35.5965,-14.2925,MZ0688840
85283389,31.2365,-14.4175,ZM1601583
85320397,30.6765,-14.4475,ZM1613375
85370009,30.6665,-14.4875,ZM1629131
85370075,30.9965,-14.4875,ZM1629197
85382421,30.6765,-14.4975,ZM1633043
85432935,35.0415,-14.5375,MW0287428
85631653,34.7015,-14.6975,MW0295730
85633830,14.3965,-14.7025,AO2971459
85939939,38.2715,-14.9425,MZ0894523
86610852,35.0515,-15.4675,MW0335109
86914167,36.1315,-15.7025,MZ1166211
87037385,35.5365,-15.7975,MW0354095
87258565,27.3815,-15.9675,ZM2120524
87265123,27.3915,-15.9725,ZM2121906
87278253,27.3765,-15.9825,ZM2124661
87291407,27.3765,-15.9925,ZM2127416
87304561,27.3865,-16.0025,ZM2130172
87370248,27.4615,-16.0525,ZM2143917
87455793,27.4765,-16.1175,ZM2161725
87462364,27.3665,-16.1225,ZM2163075
87462387,27.4815,-16.1225,ZM2163098
87554914,26.8615,-16.1925,ZM2182145
87669075,27.4315,-16.2775,ZM2205410
87669112,27.6165,-16.2775,ZM2205447
87682495,27.4315,-16.2875,ZM2208116
87682497,27.4415,-16.2875,ZM2208118
87682499,27.4515,-16.2875,ZM2208120
87682501,27.4615,-16.2875,ZM2208122
87682530,27.6065,-16.2875,ZM2208151
87682532,27.6165,-16.2875,ZM2208153
87682534,27.6265,-16.2875,ZM2208155
87695901,27.4315,-16.2975,ZM2210819
87695903,27.4415,-16.2975,ZM2210821
87695936,27.6065,-16.2975,ZM2210854
87762906,26.9565,-16.3475,ZM2224200
87823392,27.6265,-16.3925,ZM2236439
87870091,26.6365,-16.4275,ZM2245635
87890357,27.5315,-16.4425,ZM2249829
87890359,27.5415,-16.4425,ZM2249831
87890361,27.5515,-16.4425,ZM2249833
87890380,27.6465,-16.4425,ZM2249852
87903745,27.5315,-16.4525,ZM2252505
87903749,27.5515,-16.4525,ZM2252509
87917132,27.5515,-16.4625,ZM2255183
87970417,26.9365,-16.5025,ZM2265753
88030452,26.9465,-16.5475,ZM2277629
88030454,26.9565,-16.5475,ZM2277631
88030456,26.9665,-16.5475,ZM2277633
88030458,26.9765,-16.5475,ZM2277635
88043799,26.9465,-16.5575,ZM2280242
88043803,26.9665,-16.5575,ZM2280246
88043805,26.9765,-16.5575,ZM2280248
88090452,26.8215,-16.5925,ZM2289182
88123719,26.8015,-16.6175,ZM2295463
88123721,26.8115,-16.6175,ZM2295465
88137010,26.8515,-16.6275,ZM2297964
88137012,26.8615,-16.6275,ZM2297966
88183519,27.3265,-16.6625,ZM2306647
88282632,27.3765,-16.7375,ZM2324507
88282634,27.3865,-16.7375,ZM2324509
88282636,27.3965,-16.7375,ZM2324511
88295829,27.3865,-16.7475,ZM2326839
88295831,27.3965,-16.7475,ZM2326841
88309002,27.3065,-16.7575,ZM2329143
88387965,26.8215,-16.8175,ZM2342786
88387967,26.8315,-16.8175,ZM2342788
88421062,27.4815,-16.8425,ZM2348543
88486926,27.5615,-16.8925,ZM2359578
88493393,27.0915,-16.8975,ZM2360566
88493487,27.5615,-16.8975,ZM2360660
88513091,27.2115,-16.9125,ZM2363815
88526095,26.7115,-16.9225,ZM2365850
88526204,27.2565,-16.9225,ZM2365959
88539202,26.7215,-16.9325,ZM2367975
88539253,26.9765,-16.9325,ZM2368026
88539259,27.0065,-16.9325,ZM2368032
88539261,27.0165,-16.9325,ZM2368034
88539317,27.2965,-16.9325,ZM2368090
88558868,26.7215,-16.9475,ZM2371136
88558940,27.0815,-16.9475,ZM2371208
88571977,26.7215,-16.9575,ZM2373229
88571981,26.7415,-16.9575,ZM2373233
88572049,27.0815,-16.9575,ZM2373301
88585150,27.0715,-16.9675,ZM2375381
88585152,27.0815,-16.9675,ZM2375383
88585156,27.1015,-16.9675,ZM2375387
88818960,26.6765,-17.1475,ZM2411600
88831813,26.7065,-17.1575,ZM2413562
88844638,26.6765,-17.1675,ZM2415511
88844640,26.6865,-17.1675,ZM2415513
88844642,26.6965,-17.1675,ZM2415515
88857455,26.6865,-17.1775,ZM2417462
88857457,26.6965,-17.1775,ZM2417464
88863861,26.6965,-17.1825,ZM2418435
88863863,26.7065,-17.1825,ZM2418437
88889444,26.6765,-17.2025,ZM2422281
88889446,26.6865,-17.2025,ZM2422283
94905274,28.5815,-22.6375,ZA0038275
95298751,30.4565,-23.0225,ZA0090500
95435402,30.2115,-23.1575,ZA0110237
95465161,27.7815,-23.1875,ZA0114286
95551338,30.8665,-23.2725,ZA0128182
95571339,30.3065,-23.2925,ZA0131257
95671271,27.7915,-23.3925,ZA0146773
95726857,30.6465,-23.4475,ZA0156592
95726858,30.6515,-23.4475,ZA0156593
95831073,29.0115,-23.5525,ZA0174619
96060307,30.3415,-23.7825,ZA0217762
96070323,30.5415,-23.7925,ZA0219710
96089673,27.5815,-23.8125,ZA0222944
96090013,29.2815,-23.8125,ZA0223284
96090014,29.2865,-23.8125,ZA0223285
96094655,27.5815,-23.8175,ZA0223901
96170013,30.3365,-23.8925,ZA0238876
96204890,30.3065,-23.9275,ZA0245697
96244760,30.1615,-23.9675,ZA0253570
96249480,28.8115,-23.9725,ZA0254292
96319271,28.8565,-24.0425,ZA0268247
96354216,29.5315,-24.0775,ZA0275389
96413497,27.9965,-24.1375,ZA0287165
96418455,27.9965,-24.1425,ZA0288174
96561902,28.8765,-24.2875,ZA0317782
96591337,28.6765,-24.3175,ZA0324023
96610658,27.2215,-24.3375,ZA0327969
96718263,28.9165,-24.4475,ZA0351975
96718264,28.9215,-24.4475,ZA0351976
96732818,28.9915,-24.4625,ZA0355270
96737660,28.9865,-24.4675,ZA0356364
96785743,27.9965,-24.5175,ZA0367166
96814422,26.9515,-24.5475,ZA0373580
96891258,28.1415,-24.6275,ZA0391575
97009761,31.0765,-24.7525,ZA0421590
97102436,31.2815,-24.8525,ZA0446448
97120230,28.7715,-24.8725,ZA0450944
97124818,28.9065,-24.8775,ZA0452223
97125100,30.3165,-24.8775,ZA0452505
97147520,28.6315,-24.9025,ZA0458485
97152068,28.6315,-24.9075,ZA0459757
97157149,31.3065,-24.9125,ZA0461565
97224445,29.3315,-24.9875,ZA0480548
97255459,28.5465,-25.0225,ZA0489555
97277308,27.1865,-25.0475,ZA0495886
97286402,28.5965,-25.0575,ZA0498815
97286911,31.1415,-25.0575,ZA0499324
97290794,28.5915,-25.0625,ZA0500139
97290815,28.6965,-25.0625,ZA0500160
97354088,20.0165,-25.1375,ZA0519510
97459992,27.2915,-25.2625,ZA0553694
97524406,29.3765,-25.3425,ZA0577232
97528836,31.9415,-25.3475,ZA0579236
97536651,31.9365,-25.3575,ZA0582227
97551728,29.4615,-25.3775,ZA0587739
97555086,26.8615,-25.3825,ZA0588732
97566831,27.5865,-25.3975,ZA0593451
97566832,27.5915,-25.3975,ZA0593452
97571350,30.9065,-25.4025,ZA0595645
97604807,25.8765,-25.4475,ZA0608542
97695157,27.2815,-25.5675,ZA0646990
97699434,30.2115,-25.5725,ZA0649200
97710133,28.4515,-25.5875,ZA0653746
97738955,27.6465,-25.6275,ZA0666717
97743327,31.5215,-25.6325,ZA0669180
97760165,25.8465,-25.6575,ZA0676598
97763759,25.8515,-25.6625,ZA0678314
97781972,27.1365,-25.6875,ZA0687180
97811155,29.5315,-25.7275,ZA0701648
97814743,29.5265,-25.7325,ZA0703419
97820648,23.1715,-25.7425,ZA0705889
97836309,29.7365,-25.7625,ZA0714283
97846737,28.1115,-25.7775,ZA0719564
97857178,26.5865,-25.7925,ZA0724891
97861120,28.3915,-25.7975,ZA0727129
97878629,26.4865,-25.8225,ZA0736260
97886652,30.8565,-25.8325,ZA0740975
97889408,26.7715,-25.8375,ZA0742074
97893354,28.6365,-25.8425,ZA0744362
97904674,31.6665,-25.8575,ZA0750622
97908245,31.6665,-25.8625,ZA0752533
97926098,31.7565,-25.8875,ZA0762078
97929663,31.7715,-25.8925,ZA0763983
97953859,28.2165,-25.9275,ZA0776619
97960738,27.0615,-25.9375,ZA0780158
97964291,27.0665,-25.9425,ZA0782044
97978758,28.5465,-25.9625,ZA0789874
97978759,28.5515,-25.9625,ZA0789875
97996771,29.9315,-25.9875,ZA0799464
98003848,29.9215,-25.9975,ZA0803154
98021001,27.0965,-26.0225,ZA0811807
98024549,27.0915,-26.0275,ZA0813660
98046265,29.1865,-26.0575,ZA0825184
98053563,30.2365,-26.0675,ZA0829089
98078335,30.0665,-26.1025,ZA0842014
98109893,27.6515,-26.1475,ZA0858238
98163049,25.4565,-26.2225,ZA0885656
98163141,25.9165,-26.2225,ZA0885748
98235190,26.6665,-26.3225,ZA0923285
98235191,26.6715,-26.3225,ZA0923286
98246418,28.8465,-26.3375,ZA0929298
98246419,28.8515,-26.3375,ZA0929299
98249709,27.3215,-26.3425,ZA0930855
98249843,27.9915,-26.3425,ZA0930989
98270733,24.5765,-26.3725,ZA0941523
98300237,29.0215,-26.4125,ZA0957359
98303807,29.0215,-26.4175,ZA0959221
98310198,25.2765,-26.4275,ZA0962193
98317350,25.3565,-26.4375,ZA0965930
98318304,30.1265,-26.4375,ZA0966884
98325416,30.0265,-26.4475,ZA0970572
98331550,25.0465,-26.4575,ZA0973282
98361002,29.7615,-26.4975,ZA0989054
98374507,26.1165,-26.5175,ZA0995742
98377989,25.7415,-26.5225,ZA0997523
98378838,29.9865,-26.5225,ZA0998372
98385179,26.1215,-26.5325,ZA1001313
98396243,28.0865,-26.5475,ZA1007280
98418002,30.1915,-26.5775,ZA1018886
98428084,27.2915,-26.5925,ZA1023921
98434720,24.9315,-26.6025,ZA1027196
98449418,27.3915,-26.6225,ZA1035188
98449881,29.7065,-26.6225,ZA1035651
